Date,Close/Last,Volume,Open,High,Low
10/15/2019,16.48,70896520,16.02,16.5875,15.9925
10/14/2019,15.8775,46414160,15.8125,16.0275,15.765
10/11/2019,15.86,111717280,15.805,16.25,15.785
10/10/2019,15.2875,90079800,14.9625,15.4675,14.92
10/09/2019,14.96,78471200,14.9,15.1525,14.765
10/08/2019,14.52,118387960,14.91,15.12,14.5
10/07/2019,15.2125,81593640,15.215,15.5825,15.1341
10/04/2019,15.355,85425320,14.9275,15.42,14.8975
10/03/2019,14.735,120716000,14.255,14.7415,13.7275
10/02/2019,14.265,136024080,14.7325,14.7325,14.005
10/01/2019,15.035,79857560,15.58,15.8375,14.955
09/30/2019,15.4075,59424800,15.15,15.48,15.07
09/27/2019,15.0075,94329440,15.6375,15.6631,14.6662
09/26/2019,15.5725,68612640,15.6825,15.715,15.215
09/25/2019,15.73,76855680,15.19,15.86,14.8075
09/24/2019,15.2425,102883880,16.0875,16.185,15.035
09/23/2019,15.87,45900240,15.82,16.01,15.675
09/20/2019,15.855,62193720,16.44,16.4875,15.685
09/19/2019,16.37,66652280,16.3813,16.6733,16.275
09/18/2019,16.2975,71370600,16.215,16.3175,15.6875
09/17/2019,16.3075,45671880,16.09,16.3225,15.995
09/16/2019,16.095,48561840,15.9975,16.1938,15.95
09/13/2019,16.32,53805080,16.425,16.535,16.25
09/12/2019,16.495,69965480,16.595,16.87,16.4225
09/11/2019,16.2925,55700320,15.9375,16.3225,15.8325
09/10/2019,15.865,68382800,15.735,15.87,15.42
09/09/2019,15.9975,56156440,16.2425,16.2675,15.7425
09/06/2019,16.1,57519200,16.2125,16.24,15.99
09/05/2019,16.145,63550840,15.805,16.2775,15.781
09/04/2019,15.3,50432040,15.095,15.3425,14.98
09/03/2019,14.6825,64611800,14.8225,15.045,14.5277
08/30/2019,15.1225,68127160,15.4797,15.4834,14.865
08/29/2019,15.23,71039280,15.105,15.3577,14.935
08/28/2019,14.5675,64030920,14.2775,14.6425,14.0634
08/27/2019,14.4225,77564120,14.8125,14.89,14.25
